symbol,pip_size,pip_round,pip_price_%,contractId,lastPrice,bid1,ask1,volume24,amount24,holdVol,lower24Price,high24Price,riseFallRate,riseFallValue,indexPrice,fairPrice,fundingRate,maxBidPrice,minAskPrice,timestamp,riseFallRates,riseFallRatesOfTimezone
STX_USDT,0.0001,4,0.01611,329,0.6214,0.6207,0.6208,211221,1319473.937,236482,0.6126,0.6386,-0.0114,-0.0072,0.6217,0.6214,-0.00029,0.746,0.4973,1743334332660,"{'zone': 'UTC+8', 'r': -0.0114, 'v': -0.0072, 'r7': -0.0062, 'r30': -0.2741, 'r90': -0.6122, 'r180': -0.6635, 'r365': -0.8249}","[-0.0123, 0.0009, -0.0114]"
VIRTUAL_USDT,0.0001,4,0.01619,745,0.6183,0.6177,0.6178,1528953,9306869.643,560010,0.5944,0.6247,0.0166,0.0101,0.6182,0.6181,-0.000397,0.7418,0.4945,1743334332457,"{'zone': 'UTC+8', 'r': 0.0166, 'v': 0.0101, 'r7': -0.1647, 'r30': -0.4384, 'r90': -0.8278}","[0.0119, 0.0177, 0.0166]"
LUNC_USDT,0.00000001,8,0.01666,255,6.001e-05,6e-05,6.001e-05,3149489,1872472.0128,1971342,5.847e-05,6.058e-05,0.0072,4.3e-07,6.013e-05,6.001e-05,-7.6e-05,7.215e-05,4.81e-05,1743334332572,"{'zone': 'UTC+8', 'r': 0.0072, 'v': 4.3e-07, 'r7': -0.0722, 'r30': -0.1163, 'r90': -0.47, 'r180': -0.3565, 'r365': -0.609}","[0.0028, 0.0112, 0.0072]"
UNI_USDT,0.001,3,0.01671,48,5.987,5.984,5.985,30663960,18407970.7789,5268725,5.862,6.124,0.0021,0.013,5.988,5.986,3.6e-05,7.185,4.79,1743334332438,"{'zone': 'UTC+8', 'r': 0.0021, 'v': 0.013, 'r7': -0.111, 'r30': -0.2589, 'r90': -0.5475, 'r180': -0.204, 'r365': -0.5268}","[-0.0165, 0.0053, 0.0021]"
ETHFI_USDT,0.0001,4,0.01685,553,0.5938,0.5935,0.5936,7647273,4506844.1962,4663180,0.5766,0.6039,0.0067,0.004,0.5938,0.5938,5e-05,0.7125,0.475,1743334332519,"{'zone': 'UTC+8', 'r': 0.0067, 'v': 0.004, 'r7': -0.1121, 'r30': -0.3868, 'r90': -0.7041, 'r180': -0.6677, 'r365': -0.9109}","[-0.0056, 0.005, 0.0067]"
FLOKI_USDT,0.00000001,8,0.017,318,5.887e-05,5.883e-05,5.884e-05,2618012,15292819.977,584052,5.657e-05,5.981e-05,0.0078,4.6e-07,5.89e-05,5.886e-05,-0.000392,7.068e-05,4.712e-05,1743334332427,"{'zone': 'UTC+8', 'r': 0.0078, 'v': 4.6e-07, 'r7': -0.0598, 'r30': -0.2957, 'r90': -0.6668, 'r180': -0.6243, 'r365': -0.7533}","[-0.0125, 0.0179, 0.0078]"
MUBARAK_USDT,0.00001,5,0.01733,1088,0.0578,0.0577,0.05771,8162164,54835620.808,659767,0.055,0.07572,-0.2066,-0.01506,0.05787,0.0578,5e-05,0.06944,0.04629,1743334332321,"{'zone': 'UTC+8', 'r': -0.2066, 'v': -0.01506, 'r7': -0.5431}","[-0.2083, -0.1882, -0.2066]"
ICP_USDT,0.001,3,0.01851,127,5.405,5.402,5.403,1162041815,62558548.43561,109192085,5.256,5.46,0.0044,0.024,5.408,5.405,2e-06,6.489,4.326,1743334332474,"{'zone': 'UTC+8', 'r': 0.0044, 'v': 0.024, 'r7': -0.0591, 'r30': -0.1869, 'r90': -0.4763, 'r180': -0.4041, 'r365': -0.6898}","[-0.0049, 0.0112, 0.0044]"
S_USDT,0.0001,4,0.02036,939,0.4914,0.4911,0.4912,51349305,25194957.7898,12839050,0.4746,0.5029,-0.0014,-0.0007,0.4915,0.4914,-0.000103,0.5898,0.3932,1743334332422,"{'zone': 'UTC+8', 'r': -0.0014, 'v': -0.0007, 'r7': -0.0349, 'r30': -0.3169}","[-0.014, 0.0088, -0.0014]"
CKB_USDT,0.000001,6,0.02042,340,0.004897,0.004896,0.004897,151060,726151.002,214187,0.004714,0.004957,0.013,6.3e-05,0.004901,0.004897,-0.000114,0.005881,0.00392,1743334332760,"{'zone': 'UTC+8', 'r': 0.013, 'v': 6.3e-05, 'r7': -0.0575, 'r30': -0.1795, 'r90': -0.5926, 'r180': -0.7072, 'r365': -0.7428}","[0.0063, 0.0107, 0.013]"
APE_USDT,0.0001,4,0.02092,244,0.4784,0.478,0.4781,20172192,9510620.1723,4005387,0.4609,0.4865,0.0056,0.0027,0.4786,0.4784,-0.000127,0.5743,0.3828,1743334332437,"{'zone': 'UTC+8', 'r': 0.0056, 'v': 0.0027, 'r7': -0.1102, 'r30': -0.2637, 'r90': -0.6127, 'r180': -0.3883, 'r365': -0.7627}","[-0.0119, 0.0193, 0.0056]"
FET_USDT,0.0001,4,0.02096,320,0.4776,0.4771,0.4772,3683049,17406588.15,1245015,0.4625,0.4864,0.0046,0.0022,0.4779,0.4776,-0.000354,0.5734,0.3823,1743334332426,"{'zone': 'UTC+8', 'r': 0.0046, 'v': 0.0022, 'r7': -0.0668, 'r30': -0.2709, 'r90': -0.6378, 'r180': -0.6932, 'r365': -0.8463}","[-0.0172, 0.0161, 0.0046]"
CRV_USDT,0.0001,4,0.02119,37,0.4721,0.4719,0.472,596650611,28807374.30136,150772642,0.467,0.4972,-0.029,-0.0141,0.4722,0.4721,-9.5e-05,0.5666,0.3777,1743334332397,"{'zone': 'UTC+8', 'r': -0.029, 'v': -0.0141, 'r7': 0.0057, 'r30': 0.0205, 'r90': -0.5064, 'r180': 0.6223, 'r365': -0.3341}","[-0.0084, -0.0349, -0.029]"
WIF_USDT,0.0001,4,0.02285,525,0.4376,0.4375,0.4377,19838859,85327152.807,3923237,0.4209,0.4434,0.0141,0.0061,0.4376,0.4375,-0.000222,0.5251,0.35,1743334332341,"{'zone': 'UTC+8', 'r': 0.0141, 'v': 0.0061, 'r7': -0.1602, 'r30': -0.261, 'r90': -0.7654, 'r180': -0.8166, 'r365': -0.882}","[-0.0031, 0.0124, 0.0141]"
ATOM_USDT,0.001,3,0.02308,19,4.336,4.331,4.332,48035014,20751927.4358,12614945,4.166,4.456,-0.0032,-0.014,4.335,4.334,-5.3e-05,5.202,3.468,1743334332397,"{'zone': 'UTC+8', 'r': -0.0032, 'v': -0.014, 'r7': -0.0957, 'r30': -0.0707, 'r90': -0.3297, 'r180': -0.0961, 'r365': -0.6511}","[-0.0232, 0.0233, -0.0032]"
DOT_USDT,0.001,3,0.02438,33,4.104,4.101,4.102,80537714,32819988.9926,32209095,3.993,4.169,0.0088,0.036,4.105,4.104,-8.3e-05,4.515,3.694,1743334332355,"{'zone': 'UTC+8', 'r': 0.0088, 'v': 0.036, 'r7': -0.0802, 'r30': -0.193, 'r90': -0.4122, 'r180': -0.0908, 'r365': -0.572}","[-0.0002, 0.0143, 0.0088]"
TONCOIN_USDT,0.001,3,0.02619,184,3.818,3.817,3.818,9081420,33958740.477,1664092,3.638,3.889,0.033,0.122,3.818,3.817,-3.5e-05,4.581,3.054,1743334332352,"{'zone': 'UTC+8', 'r': 0.033, 'v': 0.122, 'r7': 0.0477, 'r30': 0.1111, 'r90': -0.3349, 'r180': -0.3386, 'r365': -0.2376}","[0.0277, 0.0318, 0.033]"
ENA_USDT,0.0001,4,0.02724,562,0.3671,0.367,0.3671,53325813,196085798.759,4236835,0.3578,0.3811,-0.0155,-0.0058,0.3673,0.3672,3.6e-05,0.4407,0.2938,1743334332333,"{'zone': 'UTC+8', 'r': -0.0155, 'v': -0.0058, 'r7': 0.0308, 'r30': -0.1344, 'r90': -0.6118, 'r180': -0.0382}","[-0.0131, 0.009, -0.0155]"
RENDER_USDT,0.001,3,0.02798,630,3.576,3.573,3.574,3764626,13302792.477,1892067,3.419,3.659,0.0014,0.005,3.576,3.575,-0.000189,4.291,2.86,1743334332428,"{'zone': 'UTC+8', 'r': 0.0014, 'v': 0.005, 'r7': 0.0833, 'r30': -0.0491, 'r90': -0.492, 'r180': -0.4454}","[-0.0047, 0.0205, 0.0014]"
TRU_USDT,0.00001,5,0.02838,334,0.03525,0.03522,0.03523,5629876,1969087.7977,1692857,0.03331,0.03616,0.0005,2e-05,0.03521,0.03521,0.0001,0.04225,0.02816,1743334332651,"{'zone': 'UTC+8', 'r': 0.0005, 'v': 2e-05, 'r7': -0.106, 'r30': -0.2225, 'r90': -0.6104, 'r180': -0.6216, 'r365': -0.771}","[-0.0189, 0.0385, 0.0005]"
MOODENG_USDT,0.00001,5,0.02979,702,0.03357,0.03356,0.03357,20573600,6921647.7479,7115392,0.03233,0.03491,-0.0002,-1e-05,0.03359,0.03358,5e-05,0.0403,0.02687,1743334332417,"{'zone': 'UTC+8', 'r': -0.0002, 'v': -1e-05, 'r7': -0.1228, 'r30': -0.4875, 'r90': -0.874, 'r180': -0.8539}","[-0.03, 0.0017, -0.0002]"
ARB_USDT,0.0001,4,0.02987,342,0.335,0.3347,0.3348,52636606,17451854.6814,33285447,0.3259,0.3387,0.0081,0.0027,0.335,0.3349,-9.6e-05,0.402,0.268,1743334332392,"{'zone': 'UTC+8', 'r': 0.0081, 'v': 0.0027, 'r7': -0.0826, 'r30': -0.2221, 'r90': -0.5596, 'r180': -0.4538, 'r365': -0.7939}","[-0.0041, 0.0126, 0.0081]"
TIA_USDT,0.001,3,0.03023,485,3.308,3.307,3.308,9830802,31687168.455,2188620,3.127,3.376,0.0343,0.11,3.309,3.308,-0.000154,3.97,2.647,1743334332362,"{'zone': 'UTC+8', 'r': 0.0343, 'v': 0.11, 'r7': -0.0338, 'r30': -0.1283, 'r90': -0.3162, 'r180': -0.4163, 'r365': -0.7766}","[0.0128, 0.0295, 0.0343]"
VINE_USDT,0.00001,5,0.03083,1000,0.03244,0.03243,0.03244,163619886,55651863.1591,12514127,0.03051,0.03976,-0.0339,-0.00114,0.0324,0.0324,5e-05,0.0486,0.0162,1743334332321,"{'zone': 'UTC+8', 'r': -0.0339, 'v': -0.00114, 'r7': 0.2145, 'r30': -0.3038}","[-0.1131, 0.0194, -0.0339]"
BRETT_USDT,0.00001,5,0.03261,575,0.03067,0.03066,0.03067,790153,2424818.596,692077,0.02987,0.03161,-0.0045,-0.00014,0.03067,0.03067,-0.00014,0.0368,0.02453,1743334332596,"{'zone': 'UTC+8', 'r': -0.0045, 'v': -0.00014, 'r7': -0.075, 'r30': -0.184, 'r90': -0.7588, 'r180': -0.6711}","[-0.0275, 0.0042, -0.0045]"
THE_USDT,0.0001,4,0.03339,824,0.2998,0.2994,0.2995,7448701,2195955.0287,2028785,0.287,0.306,-0.0006,-0.0002,0.2996,0.2996,1.4e-05,0.3595,0.2396,1743334332575,"{'zone': 'UTC+8', 'r': -0.0006, 'v': -0.0002, 'r7': -0.1385, 'r30': -0.5093, 'r90': -0.8171}","[-0.0202, 0.0094, -0.0006]"
ROSE_USDT,0.00001,5,0.03444,222,0.02906,0.02903,0.02904,3541608,1014045.7483,4088707,0.028,0.02928,0.0128,0.00037,0.02907,0.02906,-0.000215,0.03488,0.02325,1743334332667,"{'zone': 'UTC+8', 'r': 0.0128, 'v': 0.00037, 'r7': -0.0991, 'r30': -0.2687, 'r90': -0.6742, 'r180': -0.6297, 'r365': -0.7884}","[0.001, 0.0218, 0.0128]"
FILECOIN_USDT,0.001,3,0.03613,63,2.77,2.767,2.768,612686218,16785630.95662,184885085,2.698,2.817,0.0014,0.004,2.771,2.77,-4.4e-05,3.325,2.216,1743334332399,"{'zone': 'UTC+8', 'r': 0.0014, 'v': 0.004, 'r7': -0.0741, 'r30': -0.157, 'r90': -0.4553, 'r180': -0.2825, 'r365': -0.7187}","[-0.0046, 0.0098, 0.0014]"
NEAR_USDT,0.001,3,0.03697,61,2.704,2.704,2.705,6630086,17190846.267,3946975,2.52,2.724,0.0496,0.128,2.707,2.706,-9.3e-05,3.248,2.165,1743334332381,"{'zone': 'UTC+8', 'r': 0.0496, 'v': 0.128, 'r7': -0.0131, 'r30': -0.1246, 'r90': -0.4838, 'r180': -0.4893, 'r365': -0.6122}","[0.0281, 0.055, 0.0496]"
HOLD_USDT,0.0000001,7,0.03706,868,0.0002693,0.0002693,0.0002698,17543757,5419770.9483,963420,0.0002425,0.000359,0.0678,1.71e-05,0.0002695,0.0002694,-0.000144,0.0003234,0.0002156,1743334332322,"{'zone': 'UTC+8', 'r': 0.0678, 'v': 1.71e-05, 'r7': 0.0124, 'r30': -0.3345, 'r90': -0.8442}","[0.0863, -0.0128, 0.0678]"
MANA_USDT,0.0001,4,0.04034,109,0.248,0.2478,0.2479,26659274,6472504.8875,5376067,0.2384,0.251,0.018,0.0044,0.2481,0.248,-0.000154,0.2977,0.1984,1743334332418,"{'zone': 'UTC+8', 'r': 0.018, 'v': 0.0044, 'r7': -0.0577, 'r30': -0.1587, 'r90': -0.5021, 'r180': -0.1892, 'r365': -0.63}","[0.002, 0.0147, 0.018]"
SONIC_USDT,0.0001,4,0.04087,908,0.2447,0.2446,0.2447,4091618,1001729.5931,1571280,0.2389,0.2517,-0.0048,-0.0012,0.2447,0.2445,2.1e-05,0.2936,0.1957,1743334332668,"{'zone': 'UTC+8', 'r': -0.0048, 'v': -0.0012, 'r7': -0.0967, 'r30': -0.2057}","[-0.0032, -0.0032, -0.0048]"
MANTA_USDT,0.0001,4,0.04264,527,0.2346,0.2344,0.2345,5904746,1367631.731,3947232,0.2243,0.2432,-0.0097,-0.0023,0.2349,0.2348,-0.000376,0.2818,0.1879,1743334332539,"{'zone': 'UTC+8', 'r': -0.0097, 'v': -0.0023, 'r7': -0.1425, 'r30': -0.3598, 'r90': -0.725, 'r180': -0.7277, 'r365': -0.9216}","[-0.0345, 0.0142, -0.0097]"
VET_USDT,0.00001,5,0.04331,122,0.0231,0.02308,0.02309,390863546,8959201.48883,134054310,0.02236,0.02342,0.0118,0.00027,0.0231,0.0231,5.3e-05,0.02541,0.02079,1743334332581,"{'zone': 'UTC+8', 'r': 0.0118, 'v': 0.00027, 'r7': -0.088, 'r30': -0.192, 'r90': -0.5001, 'r180': -0.0528, 'r365': -0.4923}","[0.0004, 0.0144, 0.0118]"
NOT_USDT,0.000001,6,0.04337,585,0.002306,0.002305,0.002306,5484247,12505780.23,1701225,0.002197,0.002365,0.0136,3.1e-05,0.002306,0.002306,4.4e-05,0.002767,0.001844,1743334332447,"{'zone': 'UTC+8', 'r': 0.0136, 'v': 3.1e-05, 'r7': -0.103, 'r30': -0.1363, 'r90': -0.6395, 'r180': -0.7314}","[-0.0025, 0.0267, 0.0136]"
TAO_USDT,0.1,1,0.04371,531,228.9,228.7,228.8,34759332,79443208.207,8949045,221.0,237.4,0.0155,3.5,228.9,228.8,-9.2e-05,274.6,183.1,1743334332348,"{'zone': 'UTC+8', 'r': 0.0155, 'v': 3.5, 'r7': -0.0876, 'r30': -0.3454, 'r90': -0.5046, 'r180': -0.6066, 'r365': -0.5625}","[-0.0043, -0.009, 0.0155]"
MEME_USDT,0.000001,6,0.04789,487,0.002088,0.002087,0.002088,24444498,5105579.5053,10778090,0.002012,0.002135,0.0014,3e-06,0.002089,0.002088,5e-05,0.002506,0.001671,1743334332517,"{'zone': 'UTC+8', 'r': 0.0014, 'v': 3e-06, 'r7': -0.1553, 'r30': -0.4548, 'r90': -0.8082, 'r180': -0.8275, 'r365': -0.9424}","[-0.0094, 0.0019, 0.0014]"
